generation,index,candidate,feasible,fatal,violations,tier,objective0,objective1,objective2,objective3
6,29,74f5a000,true,0,0,8,6150710,445253,4542268,0
6,30,c45f07e2,true,0,0,8,6154337,446673,4538669,0
6,31,7a67c5d2,true,0,0,8,6157958,447292,4535071,0
6,32,e115ea75,true,0,0,8,6161582,448711,4531472,0
6,33,66382ac5,true,0,0,8,6165197,448825,4527873,0
6,34,5fe3d8af,true,0,0,8,6084520,389768,4608109,0
6,35,a9467974,true,0,0,8,6242450,459882,4450842,0
6,36,589288ed,true,0,0,8,6107559,394780,4585237,0
6,37,76c0bda2,true,0,0,8,6240673,462223,4452613,0
6,38,f0960370,true,0,0,8,6075322,394052,4617017,0
6,39,24ecc1fd,true,0,0,8,6212578,461501,4480597,0
6,40,65764905,true,0,0,8,6085931,396950,4606497,0
6,41,fe0466a2,true,0,0,8,6082397,395625,4610004,0
6,42,403ca492,true,0,0,8,6078863,395209,4613510,0
6,43,c1a4bc63,true,0,0,8,6207271,464577,4485876,0
6,44,e868439b,true,0,0,8,6023164,394753,4668949,0
6,45,3dea1e65,true,0,0,8,6148929,462606,4544021,0
6,46,c1006e31,true,0,0,8,6078863,397360,4613719,0
6,47,3e8d8925,true,0,0,8,6205452,463370,4487684,0
7,0,574ea983,true,0,0,8,5876314,352087,4814633,0
7,1,85a95ec4,true,0,0,8,6298202,458437,4395132,0
7,2,1e632cd8,true,0,0,8,6143441,377197,4549466,0
7,3,95ac95fd,true,0,0,8,6253391,438926,4439849,0
7,4,bdf28fa9,true,0,0,8,5911808,361623,4779383,0
7,5,425068fc,true,0,0,8,6279967,444255,4413323,0
7,6,fedc4e70,true,0,0,8,5890509,355272,4800533,0
7,7,f04e2ba2,true,0,0,8,5883420,353801,4807583,0
7,8,1d9e548c,true,0,0,8,5901160,358555,4789958,0
7,9,65ae61d7,true,0,0,8,5894058,356711,4797008,0
7,10,e283a167,true,0,0,8,5897613,357227,4793483,0
7,11,c5f94361,true,0,0,8,5908259,360073,4782908,0
7,12,82210883,true,0,0,8,5879865,353328,4811108,0
7,13,b2071793,true,0,0,8,5904711,359797,4786433,0
7,14,40e48c40,true,0,0,8,5886969,355361,4804058,0
7,15,ca1a5485,true,0,0,8,6275537,459006,4417838,0
7,16,fd00e2f0,true,0,0,8,6137927,381484,4554947,0
7,17,4d0d42c2,true,0,0,8,5893577,365609,4797451,0
7,18,290f5703,true,0,0,8,6247775,440262,4445441,0
7,19,1bbc32d2,true,0,0,8,6264991,450443,4428278,0
7,20,4b388426,true,0,0,8,6272318,451241,4420969,0
7,21,e4a1c739,true,0,0,8,6268658,451104,4424624,0
7,22,978416fc,true,0,0,8,5861485,366817,4829347,0
7,23,fb5c1d3d,true,0,0,8,6270411,461473,4422950,0
7,24,00b9b0ac,true,0,0,8,6114937,386894,4577799,0
7,25,3cd43a50,true,0,0,8,5867005,367861,4823866,0
7,26,069a8321,true,0,0,8,6147086,444091,4545867,0
7,27,ff8d9350,true,0,0,8,6264076,453907,4429268,0
7,28,9925df2e,true,0,0,8,6168805,449609,4524274,0
7,29,74f5a000,true,0,0,8,6150710,445253,4542268,0
7,30,c45f07e2,true,0,0,8,6154337,446673,4538669,0
